行ID,文書ID,文書内ID,anotation1,anotation2,文,サービス,立地,部屋,設備・アメニティー,風呂,食事,その他
2051,399,1,p,p,旧宿場街を探索するには前泊としてよい位置でしょう。,,,,,,,1
2052,399,2,p,p,食事もしっかり作ってあり、本当に美味しかったしボリュームもＯＫ。,,,,,,1,
2053,399,3,p,p,車だとチョット山道を走るのでみはらしはよいですよ。,,1,,,,,
2054,399,4,y,y,お風呂（共同）のドアには「入浴中」の札があると助かりますね。,,,,,1,,
2055,399,5,p,o,ともかく良い旅でした。,,,,,,,1
2056,399,6,Z,Z,ありがとうございました。,,,,,,,1
,,,,,,,,,,,,
2057,400,1,k,k,初めての利用でしたが、チェックインの際のフロントの方の対応が冷たかった。,1,,,,,,
2058,400,2,k,k,ホテル内の行きたい場所を質問をしても「○階です」といわれただけでその階の何という場所なの？って不安感がありました。,1,,,,,,
2059,400,3,k,k,お部屋のポットは埃がかかっていました。,,,,1,,,
2060,400,4,Z,k,なぜでしょう？,,,,,,,1
2061,400,5,k,k,朝食会場では食器をガチャガチャ片づける裏の方の音が気になりました。,1,,,,,1,
2062,400,6,p,p,食事内容は充実してし、係りの方も非常に良い対応だったと思います。,,,,,,1,
,,,,,,,,,,,,
2063,401,1,p,p,駅から迷わず行ける距離でした。,,1,,,,,
2064,401,2,kp,e,ホテルは全体的に古いイメージでしたが、お値段の割には満足でした。,1,,,,,,
2065,401,3,p,p,2人での宿泊でしたが、お部屋も広い和室でした。,,,1,,,,
2066,401,4,p,p,壁が薄いのかと思ってましたが、回りの声や音も特に聞こえませんでした。,,,1,,,,
2067,401,5,y,y,座椅子というか応接セットのようなものがあれば尚良かったかなと。,,,1,,,,
2068,401,6,k,k,ユニットバスに入った瞬間に臭いがあり気になりました。,,,,,1,,
2069,401,7,Z,Z,夕食は遅めにして頂き、その間に大浴場に行きました。,,,,,,1,
2070,401,8,p,o,エレベーターからおりてすぐだったので迷いませんでした。,1,,,,,,
2071,401,9,k,k,中に入って驚いたのは、意外と狭く、年代を感じました。,,,,,,1,
2072,401,10,k,k,洗面器の裏の汚れが目立ちちょっと嫌でした。,,,,,1,,
2073,401,11,Z,Z,お料理はすき焼きをお願いしました。,,,,,,1,
2074,401,12,kp,e,食べ放題、飲み放題プランだったのでてっきりお野菜もと思いましたが、お肉のみだったのが残念でしたが、このお値段で内容、肉質には大変満足でした。,,,,,,1,
2075,401,13,k,k,ただ飲み放題のお酒の種類が少なかったため、ビールが飲めない私には物足りませんでした。,,,,,,1,
2076,401,14,y,y,せめて酎ハイがあれば良かったと思います。,,,,,,1,
2077,401,15,pk,k,朝食は会食場でしたが、お部屋の中がものすごく静かだったので、他の宿泊客に気を使ってしまい、話し辛かったです。,,,,,,1,
2078,401,16,y,y,小さな音量でBGMでもあれば良いかと思いました。,,,,,,1,
2079,401,17,p,p,お料理の方はバランス、品数も良く、とても美味しくいただけました。,,,,,,1,
2080,401,18,p,Z,また京都に行く際には是非お世話になりたいと思います。,,,,,,,1
2081,401,19,Z,Z,ありがとうございました。,,,,,,,1
,,,,,,,,,,,,
2082,402,1,pk,e,立地条件よさとフロントの感じのよさには満足しましたが、お風呂の湯が汚かったのが残念でした。,1,1,,,1,,
,,,,,,,,,,,,
2083,403,1,Z,Z,一泊、お世話になりました。,,,,,,,1
2084,403,2,p,p,フロントの皆様はいつもよく気を利かせてくれるので非常に気持ち良く過ごせました。,,,,,,,1
2085,403,3,k,k,ただ、チェックインした際の清掃の方の態度・行動がどうしてもいただけません。,1,,,,,,
2086,403,4,k,k,着いたときにフロント内を掃除していて、私と目が合ったときに、まるで客というものを初めて見たかのような「なにか用ですか？」といった顔。,1,,,,,,
2087,403,5,k,k,無事チェックインを済ませて洗面所へ行くと、身支度をする私のギリギリ側までわざとらしく拭きに来られました。,1,,,,,,
2088,403,6,k,k,たしかに、はやく掃除を終えたいでしょうから邪魔だったでしょうが、それにしても不愉快でした。,1,,,,,,
2089,403,7,k,k,そのことだけが残念です。,,,,,,,1
,,,,,,,,,,,,
2090,404,1,py,e,フロントの方の対応が良かったです部屋もきれいで◎朝のパンはパイがほとんどで調理パンがあるとより良いと思いました。,1,,,,,1,
,,,,,,,,,,,,
2091,405,1,k,k,まあ，“ワシントン”なんていかにも一流みたいな名前を冠してはいても，中味が三流五流ではまさに“名前負け”の感が否めません。,,,,,,1,
2092,405,2,k,k,内容的にはどこにでもあるビジネスホテル並。,,,,,,,1
2093,405,3,e,Z,そのことを咎めるつもりはありません。,,,,,,,1
2094,405,4,e,e,実際には対価相応の中味ってことで諒解なんです。,,,,,,,1
2095,405,5,k,k,ただ，なんつっても気に食わないのは，エントランスの溜り場になん時間も待たされること。,1,,,,,,
2096,405,6,k,k,この日は折悪しく外国人が多かったみたいで，ひょっとすると高々2～3行程度の内容のコミュニケーションになん十分も掛かってたのかも知れないけれど，それって他の宿泊者には全く関係のない話で，そのお陰で一層疲労困憊させられた日には，一体このホテルのホスピタリティってなに？って難じられたとしても文句はいえないでしょう。,1,,,,,,
2097,405,7,k,k,なにしろホスピタリティこそがその施設の“アイデンティティ”そのものなわけで，そこが評価の対象にもなるわけだから…その意味ではとても“ミシュラン・ガイド”で☆がもらえるような施設ではありません。,1,,,,,,
2098,405,8,k,k,エントランスでこんなに待たされるのなら上野・秋葉原界隈のビジネスホテルの方が素早くチェックインできて楽だったんでしょうね，きっと。,1,,,,,,
2099,405,9,k,k,多分レセプションのクラークのコミュニケーション能力がまずいんだと思いますよね。,1,,,,,,
2100,405,10,k,k,英語はたしかにユニバーサルな言語として流暢であるのに越したことはないけれど，アジア系やヒスパニック系の旅行者が常に英語に堪能である保証なんて，そもそもどこにもないわけで，そのしわ寄せみたいなものが国内旅行者に及んで，疲労の度合いが増幅させられるような，蔑ろな扱われ方はそれこそ本末転倒な愚行です。,1,,,,,,
2101,405,11,e,k,ちなみにチェックアウトは余りにもスムーズで“ウェルカム”ってよりは“ウェルリーヴ”ってのがここのモットーなのかもしれませんね。,1,,,,,,
,,,,,,,,,,,,
2102,406,1,Z,Z,10月11日に家族４代で宿泊しました。,,,,,,,1
2103,406,2,kp,p,到着時雨が降って寒かったのですが、駐車場係の方が玄関まで傘をさしてくれてちょっと感動でした。,1,,,,,,
2104,406,3,ep,p,夕飯は郷土料理とあって華やかではありませんでしたが、どれもおいしくとても満足しました。,,,,,,1,
2105,406,4,p,p,豚肉と野菜の料理は子供がとても気に入り、何度もお替りに歩いたほどです。,,,,,,1,
2106,406,5,pk,e,夜の津軽三味線は心地いい音色を楽しませてもらいました（子供はちょっと飽きてしまい周りに迷惑をかけたかも・・・）朝食は少ないと口コミで見ていました、私もパン食にはちょっと物足りないメニューだと思いました。,1,,,,,1,
2107,406,6,p,p,プランで一人千円分の売店利用券をいただいたので、値段を気にせずお土産を選べたのはよかったです（＾＾）家族みんな満足できたと思います。,,,,,,1,
2108,406,7,Z,Z,機会があればまた泊まりたい宿です。,,,,,,,1
,,,,,,,,,,,,
2109,407,1,pk,k,使い勝手はいいんだけど、たまにＵＢがどぶ臭いんです。,,,,,1,,
2110,407,2,k,k,たぶん下水管が劣化してるんじゃないの。,,,,,1,,
,,,,,,,,,,,,
2111,408,1,Z,Z,他の方の評価がよかったので初めて利用してみました。,,,,,,,1
2112,408,2,pk,e,ひっそりとした場所にあってよかったのですが、疲れた時に駅から宿までの距離がこたえました。,,1,,,,,
2113,408,3,p,p,宿自体はよかったです。,,,,,,,1
,,,,,,,,,,,,
2114,409,1,Z,Z,１月１１～１３宿泊。,,,,,,,1
2115,409,2,p,p,料金も立地も最高です。,,1,,,,,
2116,409,3,p,p,耳栓をいつも持参してホテルにとまるのですが本当に静かでびっくり、家にいるのと変わらないくらい熟睡できました。,,,1,,,,
2117,409,4,e,Z,これで文句は言えません。,,,,,,,1
2118,409,5,k,k,ただふたことだけ言わせていただくと外気が寒いとき（宿泊日が日本列島大寒波でしたが）部屋が寒かったです。,,,1,,,,
2119,409,6,y,y,それと、朝食をとった時のウエイトレスさん、もう少し大きい声で、そして笑顔がほしかったです。,,,,,,1,
2120,409,7,Z,k,怒ってるのかと思い静かに食事しました。,1,,,,,,
2121,409,8,p,p,コンビにも徒歩数歩、最高でした。,,1,,,,,
,,,,,,,,,,,,
2122,410,1,k,k,大浴場の水風呂が冷た過ぎ！（１４℃位？）,,,,,1,,
2123,410,2,y,y,１８℃～２０℃に、変えてくださいm（_）m,,,,,1,,
,,,,,,,,,,,,
2124,411,1,p,p,繁華街にありホテル近くになんでもあります。,,1,,,,,
2125,411,2,p,p,フロントの対応、ホテルのサービスとてもよく大満足でした。,1,,,,,,
2126,411,3,k,k,駐車場は多少遠いので荷物が大きい方は大変かも。,,1,,,,,
2127,411,4,Z,Z,次鹿児島に行くときも泊まらせてもらいます。,,,,,,,1
,,,,,,,,,,,,
2128,412,1,p,p,１１月８日に続く連泊だったが、大変くつろがせてもらった。,,,,,,,1
2129,412,2,k,k,一つ；夜、就寝前に温泉に浸かりたかったが、一度、エントランスを出なければならないことが大げさに云うと、精神的負担になり実現せず。,,,,,1,,
2130,412,3,p,p,IT室でネットを使えることも良かった。,,,,1,,,
,,,,,,,,,,,,
2131,413,1,Z,Z,宿泊料金の安さで選びました。,,,,,,,1
2132,413,2,k,k,部屋は小さくて、昭和のにおいがしました・・・。,,,1,,,,
2133,413,3,p,p,近くにローソン１００円ショップがあるところと、ロビーにあるＰＣが使えるところはよかったです。,,,,1,,,
,,,,,,,,,,,,
2134,414,1,p,p,部屋はとても綺麗で広く大満足でした。,,,1,,,,
2135,414,2,k,k,しかしクチコミに多数あった通りシャワーの水圧が少し弱かった事が残念でした。,,,,1,1,,
2136,414,3,pk,e,アメニティもリンスインシャンプーではなくシャンプーリンスが分かれていたりコットンが有ったりと充実していましたが何故か歯ブラシが置いてありませんでした？？？,,,,1,1,,
2137,414,4,k,k,たまたま掃除の方が忘れただけかもしれませんが・・・朝食付きプランだったのでバイキングを頂きましたが金額の割には寂しい内容だったと思いました。,,,,,,1,
2138,414,5,y,y,あとは、個人的には部屋で座ってドライヤーが使えると良かったです。,,,,1,,,
,,,,,,,,,,,,
2139,415,1,k,k,年に数度利用していますが、その度に気になっている事があります。,,,,,,,1
2140,415,2,Z,Z,それは、朝の浴場清掃。,,,,,1,,
2141,415,3,Z,Z,入浴時間は8:00までと明記されていますが、7:50頃になるとジェット・バイブラを停止し湯を抜き始めます。,,,,,1,,
